"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2014","Italien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","33.1",""
"2014","Zypern","Medianalter der Bevölkerung","36.8",""
"2014","Zypern","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.7",""
"2014","Zypern","Anteil der Bevölkerung  jünger als 15 Jahre","16.3",""
"2014","Zypern","Anteil der Bevölkerung jünger als 20 Jahre","22.7",""
"2014","Zypern","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2014","Zypern","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.9",""
"2014","Lettland","Medianalter der Bevölkerung","42.4",""
"2014","Lettland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2014","Lettland","Anteil der Bevölkerung  jünger als 15 Jahre","14.7",""
"2014","Lettland","Anteil der Bevölkerung jünger als 20 Jahre","19.3",""
"2014","Lettland","Anteil der Bevölkerung im Alter von 5-9 Jahren","29.9",""
"2014","Lettland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.8",""
"2014","Litauen","Medianalter der Bevölkerung","42.4",""
"2014","Litauen","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2014","Litauen","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2014","Litauen","Anteil der Bevölkerung jünger als 20 Jahre","20.6",""
"2014","Litauen","Anteil der Bevölkerung im Alter von 5-9 Jahren","28.3",""
"2014","Litauen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.5",""
"2014","Luxemburg","Medianalter der Bevölkerung","39.2",""
"2014","Luxemburg","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.7",""
"2014","Luxemburg","Anteil der Bevölkerung  jünger als 15 Jahre","16.8",""
"2014","Luxemburg","Anteil der Bevölkerung jünger als 20 Jahre","22.7",""
"2014","Luxemburg","Anteil der Bevölkerung im Alter von 5-9 Jahren","24.2",""
"2014","Luxemburg","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.4",""
"2014","Ungarn","Medianalter der Bevölkerung","41.3",""
"2014","Ungarn","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.6",""
"2014","Ungarn","Anteil der Bevölkerung  jünger als 15 Jahre","14.4",""
"2014","Ungarn","Anteil der Bevölkerung jünger als 20 Jahre","19.9",""
"2014","Ungarn","Anteil der Bevölkerung im Alter von 5-9 Jahren","28.9",""
"2014","Ungarn","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.8",""
"2014","Malta","Medianalter der Bevölkerung","40.7",""
"2014","Malta","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2014","Malta","Anteil der Bevölkerung  jünger als 15 Jahre","14.4",""
"2014","Malta","Anteil der Bevölkerung jünger als 20 Jahre","20.2",""
"2014","Malta","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2014","Malta","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.4",""
"2014","Niederlande","Medianalter der Bevölkerung","42.0",""
"2014","Niederlande","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2014","Niederlande","Anteil der Bevölkerung  jünger als 15 Jahre","16.9",""
"2014","Niederlande","Anteil der Bevölkerung jünger als 20 Jahre","22.9",""
"2014","Niederlande","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.6",""
"2014","Niederlande","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.4",""
"2014","Österreich","Medianalter der Bevölkerung","42.9",""
"2014","Österreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
"2014","Österreich","Anteil der Bevölkerung  jünger als 15 Jahre","14.3",""
"2014","Österreich","Anteil der Bevölkerung jünger als 20 Jahre","19.9",""
"2014","Österreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.8",""
"2014","Österreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.2",""
"2014","Polen","Medianalter der Bevölkerung","39.2",""
"2014","Polen","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2014","Polen","Anteil der Bevölkerung  jünger als 15 Jahre","15.0",""
"2014","Polen","Anteil der Bevölkerung jünger als 20 Jahre","20.6",""
"2014","Polen","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1",""
"2014","Polen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","21.2",""
"2014","Portugal","Medianalter der Bevölkerung","43.1","e"
"2014","Portugal","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.4","e"
"2014","Portugal","Anteil der Bevölkerung  jünger als 15 Jahre","14.6","e"
"2014","Portugal","Anteil der Bevölkerung jünger als 20 Jahre","19.8","e"
"2014","Portugal","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9","e"
"2014","Portugal","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.3","e"
"2014","Rumänien","Medianalter der Bevölkerung","40.8","e"
"2014","Rumänien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8","e"
"2014","Rumänien","Anteil der Bevölkerung  jünger als 15 Jahre","15.5","e"
"2014","Rumänien","Anteil der Bevölkerung jünger als 20 Jahre","21.0","e"
"2014","Rumänien","Anteil der Bevölkerung im Alter von 5-9 Jahren","28.2","e"
"2014","Rumänien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.3","e"
"2014","Slowenien","Medianalter der Bevölkerung","42.5",""
"2014","Slowenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2014","Slowenien","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2014","Slowenien","Anteil der Bevölkerung jünger als 20 Jahre","19.3",""
"2014","Slowenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.8",""
"2014","Slowenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.7",""
"2014","Slowakei","Medianalter der Bevölkerung","38.6",""
"2014","Slowakei","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.4",""
"2014","Slowakei","Anteil der Bevölkerung  jünger als 15 Jahre","15.3",""
"2014","Slowakei","Anteil der Bevölkerung jünger als 20 Jahre","20.9",""
"2014","Slowakei","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1",""
"2014","Slowakei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.0",""
"2014","Finnland","Medianalter der Bevölkerung","42.4",""
"2014","Finnland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2014","Finnland","Anteil der Bevölkerung  jünger als 15 Jahre","16.4",""
"2014","Finnland","Anteil der Bevölkerung jünger als 20 Jahre","22.2",""
"2014","Finnland","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2014","Finnland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.2",""
"2014","Schweden","Medianalter der Bevölkerung","40.9",""
"2014","Schweden","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.0",""
"2014","Schweden","Anteil der Bevölkerung  jünger als 15 Jahre","17.1",""
"2014","Schweden","Anteil der Bevölkerung jünger als 20 Jahre","22.7",""
"2014","Schweden","Anteil der Bevölkerung im Alter von 5-9 Jahren","30.2",""
"2014","Schweden","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.6",""
"2014","Vereinigtes Königreich","Medianalter der Bevölkerung","39.9","ep"
"2014","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2","ep"
"2014","Vereinigtes Königreich","Anteil der Bevölkerung  jünger als 15 Jahre","17.6","ep"
"2014","Vereinigtes Königreich","Anteil der Bevölkerung jünger als 20 Jahre","23.7","ep"
"2014","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.9","ep"
"2014","Vereinigtes Königreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.0","ep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Medianalter der Bevölkerung","42.1","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.0","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.1","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Medianalter der Bevölkerung","42.1","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.7","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.0","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3","bep"
"2014","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.1","bep"
"2014","Europäische Freihandelsassoziation","Medianalter der Bevölkerung","40.8",""
"2014","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2014","Europäische Freihandelsassoziation","Anteil der Bevölkerung  jünger als 15 Jahre","16.3",""
"2014","Europäische Freihandelsassoziation","Anteil der Bevölkerung jünger als 20 Jahre","22.1",""
"2014","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2014","Europäische Freihandelsassoziation","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2014","Island","Medianalter der Bevölkerung","35.6",""
"2014","Island","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.1",""
"2014","Island","Anteil der Bevölkerung  jünger als 15 Jahre","20.5",""
"2014","Island","Anteil der Bevölkerung jünger als 20 Jahre","27.4",""
"2014","Island","Anteil der Bevölkerung im Alter von 5-9 Jahren","24.8",""
"2014","Island","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.9",""
"2014","Liechtenstein","Medianalter der Bevölkerung","42.5",""
"2014","Liechtenstein","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2014","Liechtenstein","Anteil der Bevölkerung  jünger als 15 Jahre","15.2",""
"2014","Liechtenstein","Anteil der Bevölkerung jünger als 20 Jahre","21.0",""
"2014","Liechtenstein","Anteil der Bevölkerung im Alter von 5-9 Jahren","26.2",""
"2014","Liechtenstein","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.4",""
"2014","Norwegen","Medianalter der Bevölkerung","39.0",""
"2014","Norwegen","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2014","Norwegen","Anteil der Bevölkerung  jünger als 15 Jahre","18.2",""
"2014","Norwegen","Anteil der Bevölkerung jünger als 20 Jahre","24.6",""
"2014","Norwegen","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.1",""
"2014","Norwegen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.2",""
"2014","Schweiz","Medianalter der Bevölkerung","42.1",""
"2014","Schweiz","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2014","Schweiz","Anteil der Bevölkerung  jünger als 15 Jahre","14.9",""
"2014","Schweiz","Anteil der Bevölkerung jünger als 20 Jahre","20.3",""
"2014","Schweiz","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2014","Schweiz","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.1",""
"2014","Montenegro","Medianalter der Bevölkerung","37.4",""
"2014","Montenegro","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2014","Montenegro","Anteil der Bevölkerung  jünger als 15 Jahre","18.6",""
"2014","Montenegro","Anteil der Bevölkerung jünger als 20 Jahre","25.5",""
"2014","Montenegro","Anteil der Bevölkerung im Alter von 5-9 Jahren","25.2",""
"2014","Montenegro","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.6",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Medianalter der Bevölkerung","37.1",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung  jünger als 15 Jahre","16.9",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung jünger als 20 Jahre","23.5",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 5-9 Jahren","23.3",""
"2014","Die ehemalige jugoslawische Republik Mazedonien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.5",""
"2014","Albanien","Medianalter der Bevölkerung","35.1",""
"2014","Albanien","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.0",""
"2014","Albanien","Anteil der Bevölkerung  jünger als 15 Jahre","19.2",""
"2014","Albanien","Anteil der Bevölkerung jünger als 20 Jahre","28.0",""
"2014","Albanien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.7",""
"2014","Albanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.5",""
"2014","Serbien","Medianalter der Bevölkerung","42.9",""
"2014","Serbien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.6",""
"2014","Serbien","Anteil der Bevölkerung  jünger als 15 Jahre","14.3",""
"2014","Serbien","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2014","Serbien","Anteil der Bevölkerung im Alter von 5-9 Jahren","30.4",""
"2014","Serbien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2014","Türkei","Medianalter der Bevölkerung","30.4",""
"2014","Türkei","Anteil der Bevölkerung im Alter von 0-4 Jahren","8.1",""
"2014","Türkei","Anteil der Bevölkerung  jünger als 15 Jahre","24.6",""
"2014","Türkei","Anteil der Bevölkerung jünger als 20 Jahre","33.0",""
"2014","Türkei","Anteil der Bevölkerung im Alter von 5-9 Jahren","8.2",""
"2014","Türkei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","11.3",""
"2014","Andorra","Medianalter der Bevölkerung",":",""
"2014","Andorra","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Andorra","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Andorra","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Andorra","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","Andorra","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Belarus","Medianalter der Bevölkerung","39.4",""
"2014","Belarus","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Belarus","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Belarus","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Belarus","Anteil der Bevölkerung im Alter von 5-9 Jahren","24.6",""
"2014","Belarus","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.8",""
"2014","Bosnien und Herzegowina","Medianalter der Bevölkerung",":",""
"2014","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Bosnien und Herzegowina","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Bosnien und Herzegowina","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","Bosnien und Herzegowina","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Medianalter der Bevölkerung",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Moldau","Medianalter der Bevölkerung","34.8",""
"2014","Moldau","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2014","Moldau","Anteil der Bevölkerung  jünger als 15 Jahre","16.1",""
"2014","Moldau","Anteil der Bevölkerung jünger als 20 Jahre","23.1",""
"2014","Moldau","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2014","Moldau","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","13.5",""
"2014","Monaco","Medianalter der Bevölkerung",":",""
"2014","Monaco","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Monaco","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Monaco","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Monaco","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","Monaco","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Russland","Medianalter der Bevölkerung","38.4",""
"2014","Russland","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2",""
"2014","Russland","Anteil der Bevölkerung  jünger als 15 Jahre","16.3",""
"2014","Russland","Anteil der Bevölkerung jünger als 20 Jahre","21.1",""
"2014","Russland","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2014","Russland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","18.6",""
"2014","San Marino","Medianalter der Bevölkerung",":",""
"2014","San Marino","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","San Marino","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","San Marino","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","San Marino","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","San Marino","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Ukraine","Medianalter der Bevölkerung","39.8",""
"2014","Ukraine","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2014","Ukraine","Anteil der Bevölkerung  jünger als 15 Jahre","14.8",""
"2014","Ukraine","Anteil der Bevölkerung jünger als 20 Jahre","19.9",""
"2014","Ukraine","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2014","Ukraine","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","21.9",""
"2014","Armenien","Medianalter der Bevölkerung",":",""
"2014","Armenien","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Armenien","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Armenien","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Armenien","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2014","Armenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2014","Aserbaidschan","Medianalter der Bevölkerung","30.1",""
"2014","Aserbaidschan","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2014","Aserbaidschan","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2014","Aserbaidschan","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2014","Aserbaidschan","Anteil der Bevölkerung im Alter von 5-9 Jahren","15.7",""
"2014","Aserbaidschan","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","8.1",""
"2014","Georgien","Medianalter der Bevölkerung","37.5",""
"2014","Georgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.6",""
"2014","Georgien","Anteil der Bevölkerung  jünger als 15 Jahre","17.1",""
"2014","Georgien","Anteil der Bevölkerung jünger als 20 Jahre","23.2",""
"2014","Georgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2014","Georgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.3",""
"2015","Europäische Union (28 Länder)","Medianalter der Bevölkerung","42.4",""
"2015","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2015","Europäische Union (28 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2015","Europäische Union (28 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.9",""
"2015","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2015","Europäische Union (28 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.8",""
"2015","Europäische Union (27 Länder)","Medianalter der Bevölkerung","42.4",""
"2015","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2015","Europäische Union (27 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2015","Europäische Union (27 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.9",""
"2015","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2015","Europäische Union (27 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.8",""
"2015","Euroraum (19 Länder)","Medianalter der Bevölkerung","43.3",""
"2015","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2015","Euroraum (19 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.3",""
"2015","Euroraum (19 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.5",""
"2015","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2015","Euroraum (19 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.1",""
"2015","Euroraum (18 Länder)","Medianalter der Bevölkerung","43.3",""
"2015","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2015","Euroraum (18 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.2",""
"2015","Euroraum (18 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.4",""
"2015","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1",""
"2015","Euroraum (18 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.2",""
"2015","Euroraum (17 Länder)","Medianalter der Bevölkerung",":",""
"2015","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2015","Euroraum (17 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2015","Euroraum (17 Länder)","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2015","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
