"TIME","GEO","AGE","SEX","UNIT","Value"
"2002","Moldova","Total","Total","Number","3,627,812"
"2002","Monaco","Total","Total","Number",":"
"2002","Russia","Total","Total","Number","145,649,334"
"2002","San Marino","Total","Total","Number",":"
"2002","Ukraine","Total","Total","Number","48,240,902"
"2002","Armenia","Total","Total","Number","3,212,900"
"2002","Azerbaijan","Total","Total","Number","8,141,400"
"2002","Georgia","Total","Total","Number","4,371,500"
"2003","European Union (28 countries)","Total","Total","Number","490,691,578"
"2003","European Union (27 countries)","Total","Total","Number","486,386,194"
"2003","Euro area (19 countries)","Total","Total","Number","324,573,948"
"2003","Euro area (18 countries)","Total","Total","Number","321,142,451"
"2003","Belgium","Total","Total","Number","10,355,844"
"2003","Bulgaria","Total","Total","Number","7,805,506"
"2003","Czech Republic","Total","Total","Number","10,192,649"
"2003","Denmark","Total","Total","Number","5,383,507"
"2003","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,536,680"
"2003","Germany including former GDR","Total","Total","Number","82,536,680"
"2003","Estonia","Total","Total","Number","1,375,190"
"2003","Ireland","Total","Total","Number","3,964,191"
"2003","Greece","Total","Total","Number","10,915,770"
"2003","Spain","Total","Total","Number","41,827,838"
"2003","France","Total","Total","Number","61,864,088"
"2003","France (metropolitan)","Total","Total","Number","60,101,841"
"2003","Croatia","Total","Total","Number","4,305,384"
"2003","Italy","Total","Total","Number","57,130,506"
"2003","Cyprus","Total","Total","Number","713,720"
"2003","Latvia","Total","Total","Number","2,299,390"
"2003","Lithuania","Total","Total","Number","3,431,497"
"2003","Luxembourg","Total","Total","Number","448,300"
"2003","Hungary","Total","Total","Number","10,142,362"
"2003","Malta","Total","Total","Number","397,296"
"2003","Netherlands","Total","Total","Number","16,192,572"
"2003","Austria","Total","Total","Number","8,100,273"
"2003","Poland","Total","Total","Number","38,218,531"
"2003","Portugal","Total","Total","Number","10,444,592"
"2003","Romania","Total","Total","Number","21,627,509"
"2003","Slovenia","Total","Total","Number","1,995,033"
"2003","Slovakia","Total","Total","Number","5,374,873"
"2003","Finland","Total","Total","Number","5,206,295"
"2003","Sweden","Total","Total","Number","8,940,788"
"2003","United Kingdom","Total","Total","Number","59,501,394"
"2003","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","495,566,164"
"2003","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","491,260,780"
"2003","European Free Trade Association","Total","Total","Number","12,188,439"
"2003","Iceland","Total","Total","Number","288,471"
"2003","Liechtenstein","Total","Total","Number","33,863"
"2003","Norway","Total","Total","Number","4,552,252"
"2003","Switzerland","Total","Total","Number","7,313,853"
"2003","Montenegro","Total","Total","Number","610,510"
"2003","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,023,654"
"2003","Albania","Total","Total","Number","3,102,781"
"2003","Serbia","Total","Total","Number","7,490,918"
"2003","Turkey","Total","Total","Number","66,401,851"
"2003","Andorra","Total","Total","Number","67,159"
"2003","Belarus","Total","Total","Number","9,898,590"
"2003","Bosnia and Herzegovina","Total","Total","Number","3,830,349"
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1,985,000"
"2003","Moldova","Total","Total","Number","3,618,312"
"2003","Monaco","Total","Total","Number",":"
"2003","Russia","Total","Total","Number","145,166,731"
"2003","San Marino","Total","Total","Number",":"
"2003","Ukraine","Total","Total","Number","47,823,108"
"2003","Armenia","Total","Total","Number","3,210,300"
"2003","Azerbaijan","Total","Total","Number","8,202,500"
"2003","Georgia","Total","Total","Number","4,352,600"
"2004","European Union (28 countries)","Total","Total","Number","492,555,798"
"2004","European Union (27 countries)","Total","Total","Number","488,250,073"
"2004","Euro area (19 countries)","Total","Total","Number","326,314,018"
"2004","Euro area (18 countries)","Total","Total","Number","322,915,089"
"2004","Belgium","Total","Total","Number","10,396,421"
"2004","Bulgaria","Total","Total","Number","7,745,147"
"2004","Czech Republic","Total","Total","Number","10,195,347"
"2004","Denmark","Total","Total","Number","5,397,640"
"2004","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,531,671"
"2004","Germany including former GDR","Total","Total","Number","82,531,671"
"2004","Estonia","Total","Total","Number","1,366,250"
"2004","Ireland","Total","Total","Number","4,028,851"
"2004","Greece","Total","Total","Number","10,940,369"
"2004","Spain","Total","Total","Number","42,547,451"
"2004","France","Total","Total","Number","62,292,241"
"2004","France (metropolitan)","Total","Total","Number","60,505,421"
"2004","Croatia","Total","Total","Number","4,305,725"
"2004","Italy","Total","Total","Number","57,495,900"
"2004","Cyprus","Total","Total","Number","722,893"
"2004","Latvia","Total","Total","Number","2,276,520"
"2004","Lithuania","Total","Total","Number","3,398,929"
"2004","Luxembourg","Total","Total","Number","454,960"
"2004","Hungary","Total","Total","Number","10,116,742"
"2004","Malta","Total","Total","Number","399,867"
"2004","Netherlands","Total","Total","Number","16,258,032"
"2004","Austria","Total","Total","Number","8,142,573"
"2004","Poland","Total","Total","Number","38,190,608"
"2004","Portugal","Total","Total","Number","10,473,050"
"2004","Romania","Total","Total","Number","21,521,142"
"2004","Slovenia","Total","Total","Number","1,996,433"
"2004","Slovakia","Total","Total","Number","5,371,875"
"2004","Finland","Total","Total","Number","5,219,732"
"2004","Sweden","Total","Total","Number","8,975,670"
"2004","United Kingdom","Total","Total","Number","59,793,759"
"2004","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","497,458,119"
"2004","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","493,152,394"
"2004","European Free Trade Association","Total","Total","Number","12,266,469"
"2004","Iceland","Total","Total","Number","290,570"
"2004","Liechtenstein","Total","Total","Number","34,294"
"2004","Norway","Total","Total","Number","4,577,457"
"2004","Switzerland","Total","Total","Number","7,364,148"
"2004","Montenegro","Total","Total","Number","612,214"
"2004","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,029,892"
"2004","Albania","Total","Total","Number","3,119,548"
"2004","Serbia","Total","Total","Number","7,470,263"
"2004","Turkey","Total","Total","Number","67,187,251"
"2004","Andorra","Total","Total","Number","72,320"
"2004","Belarus","Total","Total","Number","9,849,062"
"2004","Bosnia and Herzegovina","Total","Total","Number","3,837,414"
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,016,000"
"2004","Moldova","Total","Total","Number","3,607,435"
"2004","Monaco","Total","Total","Number","32,828"
"2004","Russia","Total","Total","Number","144,168,205"
"2004","San Marino","Total","Total","Number","29,241"
"2004","Ukraine","Total","Total","Number","47,442,079"
"2004","Armenia","Total","Total","Number","3,212,200"
"2004","Azerbaijan","Total","Total","Number","8,265,700"
"2004","Georgia","Total","Total","Number","4,315,200"
"2005","European Union (28 countries)","Total","Total","Number","494,598,322"
"2005","European Union (27 countries)","Total","Total","Number","490,287,461"
"2005","Euro area (19 countries)","Total","Total","Number","328,141,448"
"2005","Euro area (18 countries)","Total","Total","Number","324,786,228"
"2005","Belgium","Total","Total","Number","10,445,852"
"2005","Bulgaria","Total","Total","Number","7,688,573"
"2005","Czech Republic","Total","Total","Number","10,198,855"
"2005","Denmark","Total","Total","Number","5,411,405"
"2005","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,500,849"
"2005","Germany including former GDR","Total","Total","Number","82,500,849"
"2005","Estonia","Total","Total","Number","1,358,850"
"2005","Ireland","Total","Total","Number","4,111,672"
"2005","Greece","Total","Total","Number","10,969,912"
"2005","Spain","Total","Total","Number","43,296,338"
"2005","France","Total","Total","Number","62,772,870"
"2005","France (metropolitan)","Total","Total","Number","60,963,264"
"2005","Croatia","Total","Total","Number","4,310,861"
"2005","Italy","Total","Total","Number","57,874,753"
"2005","Cyprus","Total","Total","Number","733,067"
"2005","Latvia","Total","Total","Number","2,249,724"
"2005","Lithuania","Total","Total","Number","3,355,220"
"2005","Luxembourg","Total","Total","Number","461,230"
"2005","Hungary","Total","Total","Number","10,097,549"
"2005","Malta","Total","Total","Number","402,668"
"2005","Netherlands","Total","Total","Number","16,305,526"
"2005","Austria","Total","Total","Number","8,201,359"
"2005","Poland","Total","Total","Number","38,173,835"
"2005","Portugal","Total","Total","Number","10,494,672"
"2005","Romania","Total","Total","Number","21,382,354"
"2005","Slovenia","Total","Total","Number","1,997,590"
"2005","Slovakia","Total","Total","Number","5,372,685"
"2005","Finland","Total","Total","Number","5,236,611"
"2005","Sweden","Total","Total","Number","9,011,392"
"2005","United Kingdom","Total","Total","Number","60,182,050"
"2005","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","499,532,862"
"2005","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","495,222,001"
"2005","European Free Trade Association","Total","Total","Number","12,349,642"
"2005","Iceland","Total","Total","Number","293,577"
"2005","Liechtenstein","Total","Total","Number","34,600"
"2005","Norway","Total","Total","Number","4,606,363"
"2005","Switzerland","Total","Total","Number","7,415,102"
"2005","Montenegro","Total","Total","Number","613,420"
"2005","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,035,196"
"2005","Albania","Total","Total","Number","3,134,975"
"2005","Serbia","Total","Total","Number","7,456,050"
"2005","Turkey","Total","Total","Number","68,010,221"
"2005","Andorra","Total","Total","Number","76,875"
"2005","Belarus","Total","Total","Number","9,800,073"
"2005","Bosnia and Herzegovina","Total","Total","Number","3,842,532"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,041,000"
"2005","Moldova","Total","Total","Number","3,600,436"
"2005","Monaco","Total","Total","Number","33,085"
"2005","Russia","Total","Total","Number","143,474,219"
"2005","San Marino","Total","Total","Number","29,673"
"2005","Ukraine","Total","Total","Number","47,100,462"
"2005","Armenia","Total","Total","Number","3,215,800"
"2005","Azerbaijan","Total","Total","Number","8,347,300"
"2005","Georgia","Total","Total","Number","4,321,500"
"2006","European Union (28 countries)","Total","Total","Number","496,436,597"
"2006","European Union (27 countries)","Total","Total","Number","492,124,110"
"2006","Euro area (19 countries)","Total","Total","Number","329,684,938"
"2006","Euro area (18 countries)","Total","Total","Number","326,395,103"
"2006","Belgium","Total","Total","Number","10,511,382"
"2006","Bulgaria","Total","Total","Number","7,629,371"
"2006","Czech Republic","Total","Total","Number","10,223,577"
"2006","Denmark","Total","Total","Number","5,427,459"
"2006","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,437,995"
"2006","Germany including former GDR","Total","Total","Number","82,437,995"
"2006","Estonia","Total","Total","Number","1,350,700"
"2006","Ireland","Total","Total","Number","4,208,156"
"2006","Greece","Total","Total","Number","11,004,716"
"2006","Spain","Total","Total","Number","44,009,971"
"2006","France","Total","Total","Number","63,229,635"
"2006","France (metropolitan)","Total","Total","Number","61,399,733"
"2006","Croatia","Total","Total","Number","4,312,487"
"2006","Italy","Total","Total","Number","58,064,214"
"2006","Cyprus","Total","Total","Number","744,013"
"2006","Latvia","Total","Total","Number","2,227,874"
"2006","Lithuania","Total","Total","Number","3,289,835"
"2006","Luxembourg","Total","Total","Number","469,086"
"2006","Hungary","Total","Total","Number","10,076,581"
"2006","Malta","Total","Total","Number","404,999"
"2006","Netherlands","Total","Total","Number","16,334,210"
"2006","Austria","Total","Total","Number","8,254,298"
"2006","Poland","Total","Total","Number","38,157,055"
"2006","Portugal","Total","Total","Number","10,511,988"
"2006","Romania","Total","Total","Number","21,257,016"
"2006","Slovenia","Total","Total","Number","2,003,358"
"2006","Slovakia","Total","Total","Number","5,372,928"
"2006","Finland","Total","Total","Number","5,255,580"
"2006","Sweden","Total","Total","Number","9,047,752"
"2006","United Kingdom","Total","Total","Number","60,620,361"
"2006","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","501,411,612"
"2006","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","497,099,125"
"2006","European Free Trade Association","Total","Total","Number","12,434,143"
"2006","Iceland","Total","Total","Number","299,891"
"2006","Liechtenstein","Total","Total","Number","34,905"
"2006","Norway","Total","Total","Number","4,640,219"
"2006","Switzerland","Total","Total","Number","7,459,128"
"2006","Montenegro","Total","Total","Number","613,109"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,038,514"
"2006","Albania","Total","Total","Number","3,149,143"
"2006","Serbia","Total","Total","Number","7,425,487"
"2006","Turkey","Total","Total","Number","68,860,539"
"2006","Andorra","Total","Total","Number","78,549"
"2006","Belarus","Total","Total","Number","9,750,540"
"2006","Bosnia and Herzegovina","Total","Total","Number","3,842,650"
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,100,000"
"2006","Moldova","Total","Total","Number","3,589,936"
"2006","Monaco","Total","Total","Number",":"
"2006","Russia","Total","Total","Number","142,753,551"
"2006","San Marino","Total","Total","Number","29,999"
"2006","Ukraine","Total","Total","Number","46,749,170"
"2006","Armenia","Total","Total","Number","3,219,234"
"2006","Azerbaijan","Total","Total","Number","8,436,400"
"2006","Georgia","Total","Total","Number","4,401,292"
"2007","European Union (28 countries)","Total","Total","Number","498,300,775"
"2007","European Union (27 countries)","Total","Total","Number","493,987,245"
"2007","Euro area (19 countries)","Total","Total","Number","331,204,579"
"2007","Euro area (18 countries)","Total","Total","Number","327,954,596"
"2007","Belgium","Total","Total","Number","10,584,534"
"2007","Bulgaria","Total","Total","Number","7,572,673"
"2007","Czech Republic","Total","Total","Number","10,254,233"
"2007","Denmark","Total","Total","Number","5,447,084"
"2007","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,314,906"
"2007","Germany including former GDR","Total","Total","Number","82,314,906"
"2007","Estonia","Total","Total","Number","1,342,920"
"2007","Ireland","Total","Total","Number","4,340,118"
"2007","Greece","Total","Total","Number","11,036,008"
"2007","Spain","Total","Total","Number","44,784,666"
"2007","France","Total","Total","Number","63,645,065"
"2007","France (metropolitan)","Total","Total","Number","61,795,238"
"2007","Croatia","Total","Total","Number","4,313,530"
"2007","Italy","Total","Total","Number","58,223,744"
"2007","Cyprus","Total","Total","Number","757,916"
"2007","Latvia","Total","Total","Number","2,208,840"
"2007","Lithuania","Total","Total","Number","3,249,983"
"2007","Luxembourg","Total","Total","Number","476,187"
"2007","Hungary","Total","Total","Number","10,066,158"
"2007","Malta","Total","Total","Number","405,616"
"2007","Netherlands","Total","Total","Number","16,357,992"
"2007","Austria","Total","Total","Number","8,282,984"
"2007","Poland","Total","Total","Number","38,125,479"
"2007","Portugal","Total","Total","Number","10,532,588"
"2007","Romania","Total","Total","Number","21,130,503"
"2007","Slovenia","Total","Total","Number","2,010,377"
"2007","Slovakia","Total","Total","Number","5,373,180"
"2007","Finland","Total","Total","Number","5,276,955"
"2007","Sweden","Total","Total","Number","9,113,257"
"2007","United Kingdom","Total","Total","Number","61,073,279"
"2007","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","503,324,749"
"2007","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","499,011,219"
"2007","European Free Trade Association","Total","Total","Number","12,532,713"
"2007","Iceland","Total","Total","Number","307,672"
"2007","Liechtenstein","Total","Total","Number","35,168"
"2007","Norway","Total","Total","Number","4,681,134"
"2007","Switzerland","Total","Total","Number","7,508,739"
"2007","Montenegro","Total","Total","Number","614,624"
"2007","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,041,941"
"2007","Albania","Total","Total","Number","3,152,625"
"2007","Serbia","Total","Total","Number","7,397,651"
"2007","Turkey","Total","Total","Number","69,729,967"
"2007","Andorra","Total","Total","Number","81,222"
"2007","Belarus","Total","Total","Number","9,714,461"
"2007","Bosnia and Herzegovina","Total","Total","Number","3,844,017"
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,126,708"
"2007","Moldova","Total","Total","Number","3,581,110"
"2007","Monaco","Total","Total","Number",":"
"2007","Russia","Total","Total","Number","142,220,968"
"2007","San Marino","Total","Total","Number","30,368"
"2007","Ukraine","Total","Total","Number","46,465,691"
"2007","Armenia","Total","Total","Number","3,222,953"
"2007","Azerbaijan","Total","Total","Number","8,532,700"
"2007","Georgia","Total","Total","Number","4,394,702"
"2008","European Union (28 countries)","Total","Total","Number","500,297,033"
"2008","European Union (27 countries)","Total","Total","Number","495,985,066"
"2008","Euro area (19 countries)","Total","Total","Number","333,096,775"
"2008","Euro area (18 countries)","Total","Total","Number","329,884,170"
"2008","Belgium","Total","Total","Number","10,666,866"
"2008","Bulgaria","Total","Total","Number","7,518,002"
"2008","Czech Republic","Total","Total","Number","10,343,422"
"2008","Denmark","Total","Total","Number","5,475,791"
"2008","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,217,837"
"2008","Germany including former GDR","Total","Total","Number","82,217,837"
"2008","Estonia","Total","Total","Number","1,338,440"
"2008","Ireland","Total","Total","Number","4,457,765"
"2008","Greece","Total","Total","Number","11,060,937"
"2008","Spain","Total","Total","Number","45,668,939"
"2008","France","Total","Total","Number","64,007,193"
"2008","France (metropolitan)","Total","Total","Number","62,134,866"
"2008","Croatia","Total","Total","Number","4,311,967"
"2008","Italy","Total","Total","Number","58,652,875"
"2008","Cyprus","Total","Total","Number","776,333"
"2008","Latvia","Total","Total","Number","2,191,810"
"2008","Lithuania","Total","Total","Number","3,212,605"
"2008","Luxembourg","Total","Total","Number","483,799"
"2008","Hungary","Total","Total","Number","10,045,401"
"2008","Malta","Total","Total","Number","407,832"
"2008","Netherlands","Total","Total","Number","16,405,399"
"2008","Austria","Total","Total","Number","8,307,989"
"2008","Poland","Total","Total","Number","38,115,641"
"2008","Portugal","Total","Total","Number","10,553,339"
"2008","Romania","Total","Total","Number","20,635,460"
"2008","Slovenia","Total","Total","Number","2,010,269"
"2008","Slovakia","Total","Total","Number","5,376,064"
"2008","Finland","Total","Total","Number","5,300,484"
"2008","Sweden","Total","Total","Number","9,182,927"
"2008","United Kingdom","Total","Total","Number","61,571,647"
"2008","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","505,385,019"
"2008","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","501,073,052"
"2008","European Free Trade Association","Total","Total","Number","12,681,480"
"2008","Iceland","Total","Total","Number","315,459"
"2008","Liechtenstein","Total","Total","Number","35,356"
"2008","Norway","Total","Total","Number","4,737,171"
"2008","Switzerland","Total","Total","Number","7,593,494"
"2008","Montenegro","Total","Total","Number","615,543"
"2008","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,045,177"
"2008","Albania","Total","Total","Number","3,170,050"
"2008","Serbia","Total","Total","Number","7,365,507"
"2008","Turkey","Total","Total","Number","70,586,256"
"2008","Andorra","Total","Total","Number","83,137"
"2008","Belarus","Total","Total","Number","9,689,770"
"2008","Bosnia and Herzegovina","Total","Total","Number","3,843,846"
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,153,139"
"2008","Moldova","Total","Total","Number","3,572,703"
"2008","Monaco","Total","Total","Number",":"
"2008","Russia","Total","Total","Number","142,008,838"
"2008","San Marino","Total","Total","Number","32,054"
"2008","Ukraine","Total","Total","Number","46,192,309"
"2008","Armenia","Total","Total","Number","3,230,086"
"2008","Azerbaijan","Total","Total","Number","8,629,900"
"2008","Georgia","Total","Total","Number","4,382,070"
"2009","European Union (28 countries)","Total","Total","Number","502,090,235"
"2009","European Union (27 countries)","Total","Total","Number","497,780,439"
"2009","Euro area (19 countries)","Total","Total","Number","334,470,255"
"2009","Euro area (18 countries)","Total","Total","Number","331,286,399"
"2009","Belgium","Total","Total","Number","10,753,080"
"2009","Bulgaria","Total","Total","Number","7,467,119"
"2009","Czech Republic","Total","Total","Number","10,425,783"
"2009","Denmark","Total","Total","Number","5,511,451"
"2009","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,002,356"
"2009","Germany including former GDR","Total","Total","Number","82,002,356"
"2009","Estonia","Total","Total","Number","1,335,740"
"2009","Ireland","Total","Total","Number","4,521,322"
"2009","Greece","Total","Total","Number","11,094,745"
"2009","Spain","Total","Total","Number","46,239,273"
"2009","France","Total","Total","Number","64,350,226"
"2009","France (metropolitan)","Total","Total","Number","62,465,709"
"2009","Croatia","Total","Total","Number","4,309,796"
"2009","Italy","Total","Total","Number","59,000,586"
"2009","Cyprus","Total","Total","Number","796,930"
"2009","Latvia","Total","Total","Number","2,162,834"
"2009","Lithuania","Total","Total","Number","3,183,856"
"2009","Luxembourg","Total","Total","Number","493,500"
"2009","Hungary","Total","Total","Number","10,030,975"
"2009","Malta","Total","Total","Number","410,926"
"2009","Netherlands","Total","Total","Number","16,485,787"
"2009","Austria","Total","Total","Number","8,335,003"
"2009","Poland","Total","Total","Number","38,135,876"
"2009","Portugal","Total","Total","Number","10,563,014"
"2009","Romania","Total","Total","Number","20,440,290"
"2009","Slovenia","Total","Total","Number","2,032,362"
"2009","Slovakia","Total","Total","Number","5,382,401"
"2009","Finland","Total","Total","Number","5,326,314"
"2009","Sweden","Total","Total","Number","9,256,347"
"2009","United Kingdom","Total","Total","Number","62,042,343"
"2009","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","507,244,444"
"2009","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","502,934,648"
"2009","European Free Trade Association","Total","Total","Number","12,856,065"
"2009","Iceland","Total","Total","Number","319,368"
"2009","Liechtenstein","Total","Total","Number","35,589"
"2009","Norway","Total","Total","Number","4,799,252"
"2009","Switzerland","Total","Total","Number","7,701,856"
"2009","Montenegro","Total","Total","Number","617,157"
"2009","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,048,619"
"2009","Albania","Total","Total","Number","3,184,701"
"2009","Serbia","Total","Total","Number","7,334,937"
"2009","Turkey","Total","Total","Number","71,517,100"
"2009","Andorra","Total","Total","Number","84,484"
"2009","Belarus","Total","Total","Number","9,671,912"
"2009","Bosnia and Herzegovina","Total","Total","Number","3,843,998"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,180,686"
"2009","Moldova","Total","Total","Number","3,567,512"
"2009","Monaco","Total","Total","Number",":"
"2009","Russia","Total","Total","Number","141,903,979"
"2009","San Marino","Total","Total","Number","31,269"
"2009","Ukraine","Total","Total","Number","45,963,359"
"2009","Armenia","Total","Total","Number","3,237,976"
"2009","Azerbaijan","Total","Total","Number","8,896,900"
"2009","Georgia","Total","Total","Number","4,385,429"
"2010","European Union (28 countries)","Total","Total","Number","503,170,618"
"2010","European Union (27 countries)","Total","Total","Number","498,867,771"
"2010","Euro area (19 countries)","Total","Total","Number","335,266,424"
"2010","Euro area (18 countries)","Total","Total","Number","332,124,448"
"2010","Belgium","Total","Total","Number","10,839,905"
"2010","Bulgaria","Total","Total","Number","7,421,766"
"2010","Czech Republic","Total","Total","Number","10,462,088"
"2010","Denmark","Total","Total","Number","5,534,738"
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Number","81,802,257"
"2010","Germany including former GDR","Total","Total","Number","81,802,257"
"2010","Estonia","Total","Total","Number","1,333,290"
"2010","Ireland","Total","Total","Number","4,549,428"
"2010","Greece","Total","Total","Number","11,119,289"
"2010","Spain","Total","Total","Number","46,486,619"
"2010","France","Total","Total","Number","64,658,856"
"2010","France (metropolitan)","Total","Total","Number","62,765,235"
"2010","Croatia","Total","Total","Number","4,302,847"
"2010","Italy","Total","Total","Number","59,190,143"
"2010","Cyprus","Total","Total","Number","819,140"
"2010","Latvia","Total","Total","Number","2,120,504"
"2010","Lithuania","Total","Total","Number","3,141,976"
"2010","Luxembourg","Total","Total","Number","502,066"
"2010","Hungary","Total","Total","Number","10,014,324"
"2010","Malta","Total","Total","Number","414,027"
"2010","Netherlands","Total","Total","Number","16,574,989"
"2010","Austria","Total","Total","Number","8,351,643"
"2010","Poland","Total","Total","Number","38,022,869"
"2010","Portugal","Total","Total","Number","10,573,479"
"2010","Romania","Total","Total","Number","20,294,683"
"2010","Slovenia","Total","Total","Number","2,046,976"
"2010","Slovakia","Total","Total","Number","5,390,410"
"2010","Finland","Total","Total","Number","5,351,427"
"2010","Sweden","Total","Total","Number","9,340,682"
"2010","United Kingdom","Total","Total","Number","62,510,197"
"2010","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","508,382,341"
"2010","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","504,079,494"
"2010","European Free Trade Association","Total","Total","Number","12,997,529"
"2010","Iceland","Total","Total","Number","317,630"
"2010","Liechtenstein","Total","Total","Number","35,894"
"2010","Norway","Total","Total","Number","4,858,199"
"2010","Switzerland","Total","Total","Number","7,785,806"
"2010","Montenegro","Total","Total","Number","619,001"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,052,722"
"2010","Albania","Total","Total","Number",":"
"2010","Serbia","Total","Total","Number","7,306,677"
"2010","Turkey","Total","Total","Number","72,561,312"
"2010","Andorra","Total","Total","Number","84,082"
"2010","Belarus","Total","Total","Number","9,480,178"
"2010","Bosnia and Herzegovina","Total","Total","Number","3,844,046"
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,208,107"
"2010","Moldova","Total","Total","Number","3,563,695"
"2010","Monaco","Total","Total","Number",":"
"2010","Russia","Total","Total","Number","141,914,509"
"2010","San Marino","Total","Total","Number",":"
"2010","Ukraine","Total","Total","Number","45,782,592"
"2010","Armenia","Total","Total","Number","3,249,482"
"2010","Azerbaijan","Total","Total","Number","8,997,586"
"2010","Georgia","Total","Total","Number","4,436,391"
"2011","European Union (28 countries)","Total","Total","Number","502,964,837"
"2011","European Union (27 countries)","Total","Total","Number","498,674,980"
"2011","Euro area (19 countries)","Total","Total","Number","334,572,589"
"2011","Euro area (18 countries)","Total","Total","Number","331,520,001"
"2011","Belgium","Total","Total","Number","11,000,638"
"2011","Bulgaria","Total","Total","Number","7,369,431"
"2011","Czech Republic","Total","Total","Number","10,486,731"
"2011","Denmark","Total","Total","Number","5,560,628"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,222,065"
"2011","Germany including former GDR","Total","Total","Number","80,222,065"
"2011","Estonia","Total","Total","Number","1,329,660"
"2011","Ireland","Total","Total","Number","4,570,881"
"2011","Greece","Total","Total","Number","11,123,392"
"2011","Spain","Total","Total","Number","46,667,174"
"2011","France","Total","Total","Number","64,978,721"
"2011","France (metropolitan)","Total","Total","Number","63,070,344"
"2011","Croatia","Total","Total","Number","4,289,857"
"2011","Italy","Total","Total","Number","59,364,690"
"2011","Cyprus","Total","Total","Number","839,751"
"2011","Latvia","Total","Total","Number","2,074,605"
"2011","Lithuania","Total","Total","Number","3,052,588"
"2011","Luxembourg","Total","Total","Number","511,840"
"2011","Hungary","Total","Total","Number","9,985,722"
"2011","Malta","Total","Total","Number","414,989"
"2011","Netherlands","Total","Total","Number","16,655,799"
"2011","Austria","Total","Total","Number","8,375,164"
"2011","Poland","Total","Total","Number","38,062,718"
"2011","Portugal","Total","Total","Number","10,572,721"
"2011","Romania","Total","Total","Number","20,199,059"
"2011","Slovenia","Total","Total","Number","2,050,189"
"2011","Slovakia","Total","Total","Number","5,392,446"
"2011","Finland","Total","Total","Number","5,375,276"
"2011","Sweden","Total","Total","Number","9,415,570"
"2011","United Kingdom","Total","Total","Number","63,022,532"
"2011","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","508,239,743"
"2011","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","503,949,886"
"2011","European Free Trade Association","Total","Total","Number","13,145,040"
"2011","Iceland","Total","Total","Number","318,452"
"2011","Liechtenstein","Total","Total","Number","36,149"
"2011","Norway","Total","Total","Number","4,920,305"
"2011","Switzerland","Total","Total","Number","7,870,134"
"2011","Montenegro","Total","Total","Number","619,850"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,057,284"
"2011","Albania","Total","Total","Number","2,831,741"
"2011","Serbia","Total","Total","Number","7,251,549"
"2011","Turkey","Total","Total","Number","73,722,988"
