"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2014M02","Belgium","Total","Total","Total","First time applicant","Person","790"
"2014M02","Bulgaria","Total","Total","Total","Asylum applicant","Person","775"
"2014M02","Bulgaria","Total","Total","Total","First time applicant","Person","770"
"2014M02","Czech Republic","Total","Total","Total","Asylum applicant","Person","55"
"2014M02","Czech Republic","Total","Total","Total","First time applicant","Person","35"
"2014M02","Denmark","Total","Total","Total","Asylum applicant","Person","440"
"2014M02","Denmark","Total","Total","Total","First time applicant","Person","430"
"2014M02","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","11,670"
"2014M02","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","10,175"
"2014M02","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2014M02","Estonia","Total","Total","Total","First time applicant","Person","5"
"2014M02","Ireland","Total","Total","Total","Asylum applicant","Person","85"
"2014M02","Ireland","Total","Total","Total","First time applicant","Person","85"
"2014M02","Greece","Total","Total","Total","Asylum applicant","Person","890"
"2014M02","Greece","Total","Total","Total","First time applicant","Person","760"
"2014M02","Spain","Total","Total","Total","Asylum applicant","Person","345"
"2014M02","Spain","Total","Total","Total","First time applicant","Person","330"
"2014M02","France","Total","Total","Total","Asylum applicant","Person","5,365"
"2014M02","France","Total","Total","Total","First time applicant","Person","4,935"
"2014M02","Croatia","Total","Total","Total","Asylum applicant","Person","30"
"2014M02","Croatia","Total","Total","Total","First time applicant","Person","25"
"2014M02","Italy","Total","Total","Total","Asylum applicant","Person","3,265"
"2014M02","Italy","Total","Total","Total","First time applicant","Person","3,175"
"2014M02","Cyprus","Total","Total","Total","Asylum applicant","Person","120"
"2014M02","Cyprus","Total","Total","Total","First time applicant","Person","110"
"2014M02","Latvia","Total","Total","Total","Asylum applicant","Person","20"
"2014M02","Latvia","Total","Total","Total","First time applicant","Person","20"
"2014M02","Lithuania","Total","Total","Total","Asylum applicant","Person","25"
"2014M02","Lithuania","Total","Total","Total","First time applicant","Person","25"
"2014M02","Luxembourg","Total","Total","Total","Asylum applicant","Person","90"
"2014M02","Luxembourg","Total","Total","Total","First time applicant","Person","70"
"2014M02","Hungary","Total","Total","Total","Asylum applicant","Person","725"
"2014M02","Hungary","Total","Total","Total","First time applicant","Person","640"
"2014M02","Malta","Total","Total","Total","Asylum applicant","Person","50"
"2014M02","Malta","Total","Total","Total","First time applicant","Person","40"
"2014M02","Netherlands","Total","Total","Total","Asylum applicant","Person","1,110"
"2014M02","Netherlands","Total","Total","Total","First time applicant","Person","910"
"2014M02","Austria","Total","Total","Total","Asylum applicant","Person","1,235"
"2014M02","Austria","Total","Total","Total","First time applicant","Person","1,030"
"2014M02","Poland","Total","Total","Total","Asylum applicant","Person","465"
"2014M02","Poland","Total","Total","Total","First time applicant","Person","220"
"2014M02","Portugal","Total","Total","Total","Asylum applicant","Person","15"
"2014M02","Portugal","Total","Total","Total","First time applicant","Person","15"
"2014M02","Romania","Total","Total","Total","Asylum applicant","Person","130"
"2014M02","Romania","Total","Total","Total","First time applicant","Person","130"
"2014M02","Slovenia","Total","Total","Total","Asylum applicant","Person","35"
"2014M02","Slovenia","Total","Total","Total","First time applicant","Person","30"
"2014M02","Slovakia","Total","Total","Total","Asylum applicant","Person","15"
"2014M02","Slovakia","Total","Total","Total","First time applicant","Person","5"
"2014M02","Finland","Total","Total","Total","Asylum applicant","Person","230"
"2014M02","Finland","Total","Total","Total","First time applicant","Person","215"
"2014M02","Sweden","Total","Total","Total","Asylum applicant","Person","4,110"
"2014M02","Sweden","Total","Total","Total","First time applicant","Person","3,670"
"2014M02","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,515"
"2014M02","United Kingdom","Total","Total","Total","First time applicant","Person","2,450"
"2014M02","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2014M02","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M02","Liechtenstein","Total","Total","Total","Asylum applicant","Person","10"
"2014M02","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M02","Norway","Total","Total","Total","Asylum applicant","Person","590"
"2014M02","Norway","Total","Total","Total","First time applicant","Person","555"
"2014M02","Switzerland","Total","Total","Total","Asylum applicant","Person","1,465"
"2014M02","Switzerland","Total","Total","Total","First time applicant","Person","1,365"
"2014M02","Total","Total","Total","Total","Asylum applicant","Person","37,515"
"2014M02","Total","Total","Total","Total","First time applicant","Person","33,020"
"2014M03","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","37,520"
"2014M03","European Union (28 countries)","Total","Total","Total","First time applicant","Person","32,995"
"2014M03","Belgium","Total","Total","Total","Asylum applicant","Person","1,590"
"2014M03","Belgium","Total","Total","Total","First time applicant","Person","870"
"2014M03","Bulgaria","Total","Total","Total","Asylum applicant","Person","435"
"2014M03","Bulgaria","Total","Total","Total","First time applicant","Person","395"
"2014M03","Czech Republic","Total","Total","Total","Asylum applicant","Person","90"
"2014M03","Czech Republic","Total","Total","Total","First time applicant","Person","75"
"2014M03","Denmark","Total","Total","Total","Asylum applicant","Person","505"
"2014M03","Denmark","Total","Total","Total","First time applicant","Person","500"
"2014M03","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","11,710"
"2014M03","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","10,175"
"2014M03","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2014M03","Estonia","Total","Total","Total","First time applicant","Person","5"
"2014M03","Ireland","Total","Total","Total","Asylum applicant","Person","110"
"2014M03","Ireland","Total","Total","Total","First time applicant","Person","110"
"2014M03","Greece","Total","Total","Total","Asylum applicant","Person","795"
"2014M03","Greece","Total","Total","Total","First time applicant","Person","630"
"2014M03","Spain","Total","Total","Total","Asylum applicant","Person","405"
"2014M03","Spain","Total","Total","Total","First time applicant","Person","400"
"2014M03","France","Total","Total","Total","Asylum applicant","Person","5,990"
"2014M03","France","Total","Total","Total","First time applicant","Person","5,540"
"2014M03","Croatia","Total","Total","Total","Asylum applicant","Person","45"
"2014M03","Croatia","Total","Total","Total","First time applicant","Person","35"
"2014M03","Italy","Total","Total","Total","Asylum applicant","Person","3,955"
"2014M03","Italy","Total","Total","Total","First time applicant","Person","3,795"
"2014M03","Cyprus","Total","Total","Total","Asylum applicant","Person","145"
"2014M03","Cyprus","Total","Total","Total","First time applicant","Person","120"
"2014M03","Latvia","Total","Total","Total","Asylum applicant","Person","40"
"2014M03","Latvia","Total","Total","Total","First time applicant","Person","40"
"2014M03","Lithuania","Total","Total","Total","Asylum applicant","Person","35"
"2014M03","Lithuania","Total","Total","Total","First time applicant","Person","30"
"2014M03","Luxembourg","Total","Total","Total","Asylum applicant","Person","75"
"2014M03","Luxembourg","Total","Total","Total","First time applicant","Person","70"
"2014M03","Hungary","Total","Total","Total","Asylum applicant","Person","685"
"2014M03","Hungary","Total","Total","Total","First time applicant","Person","575"
"2014M03","Malta","Total","Total","Total","Asylum applicant","Person","75"
"2014M03","Malta","Total","Total","Total","First time applicant","Person","65"
"2014M03","Netherlands","Total","Total","Total","Asylum applicant","Person","1,160"
"2014M03","Netherlands","Total","Total","Total","First time applicant","Person","960"
"2014M03","Austria","Total","Total","Total","Asylum applicant","Person","1,330"
"2014M03","Austria","Total","Total","Total","First time applicant","Person","1,120"
"2014M03","Poland","Total","Total","Total","Asylum applicant","Person","610"
"2014M03","Poland","Total","Total","Total","First time applicant","Person","355"
"2014M03","Portugal","Total","Total","Total","Asylum applicant","Person","30"
"2014M03","Portugal","Total","Total","Total","First time applicant","Person","30"
"2014M03","Romania","Total","Total","Total","Asylum applicant","Person","105"
"2014M03","Romania","Total","Total","Total","First time applicant","Person","100"
"2014M03","Slovenia","Total","Total","Total","Asylum applicant","Person","30"
"2014M03","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2014M03","Slovakia","Total","Total","Total","Asylum applicant","Person","50"
"2014M03","Slovakia","Total","Total","Total","First time applicant","Person","40"
"2014M03","Finland","Total","Total","Total","Asylum applicant","Person","235"
"2014M03","Finland","Total","Total","Total","First time applicant","Person","220"
"2014M03","Sweden","Total","Total","Total","Asylum applicant","Person","4,410"
"2014M03","Sweden","Total","Total","Total","First time applicant","Person","3,915"
"2014M03","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,875"
"2014M03","United Kingdom","Total","Total","Total","First time applicant","Person","2,800"
"2014M03","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2014M03","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M03","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2014M03","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M03","Norway","Total","Total","Total","Asylum applicant","Person","695"
"2014M03","Norway","Total","Total","Total","First time applicant","Person","655"
"2014M03","Switzerland","Total","Total","Total","Asylum applicant","Person","1,495"
"2014M03","Switzerland","Total","Total","Total","First time applicant","Person","1,425"
"2014M03","Total","Total","Total","Total","Asylum applicant","Person","39,720"
"2014M03","Total","Total","Total","Total","First time applicant","Person","35,075"
"2014M04","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","39,425"
"2014M04","European Union (28 countries)","Total","Total","Total","First time applicant","Person","34,875"
"2014M04","Belgium","Total","Total","Total","Asylum applicant","Person","1,640"
"2014M04","Belgium","Total","Total","Total","First time applicant","Person","905"
"2014M04","Bulgaria","Total","Total","Total","Asylum applicant","Person","320"
"2014M04","Bulgaria","Total","Total","Total","First time applicant","Person","295"
"2014M04","Czech Republic","Total","Total","Total","Asylum applicant","Person","85"
"2014M04","Czech Republic","Total","Total","Total","First time applicant","Person","65"
"2014M04","Denmark","Total","Total","Total","Asylum applicant","Person","615"
"2014M04","Denmark","Total","Total","Total","First time applicant","Person","590"
"2014M04","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","11,900"
"2014M04","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","10,485"
"2014M04","Estonia","Total","Total","Total","Asylum applicant","Person","10"
"2014M04","Estonia","Total","Total","Total","First time applicant","Person","10"
"2014M04","Ireland","Total","Total","Total","Asylum applicant","Person","95"
"2014M04","Ireland","Total","Total","Total","First time applicant","Person","95"
"2014M04","Greece","Total","Total","Total","Asylum applicant","Person","840"
"2014M04","Greece","Total","Total","Total","First time applicant","Person","655"
"2014M04","Spain","Total","Total","Total","Asylum applicant","Person","360"
"2014M04","Spain","Total","Total","Total","First time applicant","Person","345"
"2014M04","France","Total","Total","Total","Asylum applicant","Person","5,945"
"2014M04","France","Total","Total","Total","First time applicant","Person","5,395"
"2014M04","Croatia","Total","Total","Total","Asylum applicant","Person","35"
"2014M04","Croatia","Total","Total","Total","First time applicant","Person","25"
"2014M04","Italy","Total","Total","Total","Asylum applicant","Person","4,300"
"2014M04","Italy","Total","Total","Total","First time applicant","Person","4,215"
"2014M04","Cyprus","Total","Total","Total","Asylum applicant","Person","155"
"2014M04","Cyprus","Total","Total","Total","First time applicant","Person","90"
"2014M04","Latvia","Total","Total","Total","Asylum applicant","Person","15"
"2014M04","Latvia","Total","Total","Total","First time applicant","Person","15"
"2014M04","Lithuania","Total","Total","Total","Asylum applicant","Person","10"
"2014M04","Lithuania","Total","Total","Total","First time applicant","Person","10"
"2014M04","Luxembourg","Total","Total","Total","Asylum applicant","Person","55"
"2014M04","Luxembourg","Total","Total","Total","First time applicant","Person","45"
"2014M04","Hungary","Total","Total","Total","Asylum applicant","Person","725"
"2014M04","Hungary","Total","Total","Total","First time applicant","Person","635"
"2014M04","Malta","Total","Total","Total","Asylum applicant","Person","135"
"2014M04","Malta","Total","Total","Total","First time applicant","Person","130"
"2014M04","Netherlands","Total","Total","Total","Asylum applicant","Person","2,430"
"2014M04","Netherlands","Total","Total","Total","First time applicant","Person","2,225"
"2014M04","Austria","Total","Total","Total","Asylum applicant","Person","1,410"
"2014M04","Austria","Total","Total","Total","First time applicant","Person","1,190"
"2014M04","Poland","Total","Total","Total","Asylum applicant","Person","695"
"2014M04","Poland","Total","Total","Total","First time applicant","Person","375"
"2014M04","Portugal","Total","Total","Total","Asylum applicant","Person","30"
"2014M04","Portugal","Total","Total","Total","First time applicant","Person","30"
"2014M04","Romania","Total","Total","Total","Asylum applicant","Person","80"
"2014M04","Romania","Total","Total","Total","First time applicant","Person","75"
"2014M04","Slovenia","Total","Total","Total","Asylum applicant","Person","40"
"2014M04","Slovenia","Total","Total","Total","First time applicant","Person","40"
"2014M04","Slovakia","Total","Total","Total","Asylum applicant","Person","20"
"2014M04","Slovakia","Total","Total","Total","First time applicant","Person","15"
"2014M04","Finland","Total","Total","Total","Asylum applicant","Person","250"
"2014M04","Finland","Total","Total","Total","First time applicant","Person","240"
"2014M04","Sweden","Total","Total","Total","Asylum applicant","Person","4,855"
"2014M04","Sweden","Total","Total","Total","First time applicant","Person","4,385"
"2014M04","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,370"
"2014M04","United Kingdom","Total","Total","Total","First time applicant","Person","2,305"
"2014M04","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2014M04","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M04","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2014M04","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M04","Norway","Total","Total","Total","Asylum applicant","Person","810"
"2014M04","Norway","Total","Total","Total","First time applicant","Person","775"
"2014M04","Switzerland","Total","Total","Total","Asylum applicant","Person","1,470"
"2014M04","Switzerland","Total","Total","Total","First time applicant","Person","1,370"
"2014M04","Total","Total","Total","Total","Asylum applicant","Person","41,725"
"2014M04","Total","Total","Total","Total","First time applicant","Person","37,020"
"2014M05","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","42,945"
"2014M05","European Union (28 countries)","Total","Total","Total","First time applicant","Person","38,915"
"2014M05","Belgium","Total","Total","Total","Asylum applicant","Person","1,350"
"2014M05","Belgium","Total","Total","Total","First time applicant","Person","845"
"2014M05","Bulgaria","Total","Total","Total","Asylum applicant","Person","545"
"2014M05","Bulgaria","Total","Total","Total","First time applicant","Person","515"
"2014M05","Czech Republic","Total","Total","Total","Asylum applicant","Person","100"
"2014M05","Czech Republic","Total","Total","Total","First time applicant","Person","80"
"2014M05","Denmark","Total","Total","Total","Asylum applicant","Person","725"
"2014M05","Denmark","Total","Total","Total","First time applicant","Person","715"
"2014M05","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","12,970"
"2014M05","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","11,560"
"2014M05","Estonia","Total","Total","Total","Asylum applicant","Person","10"
"2014M05","Estonia","Total","Total","Total","First time applicant","Person","10"
"2014M05","Ireland","Total","Total","Total","Asylum applicant","Person","105"
"2014M05","Ireland","Total","Total","Total","First time applicant","Person","105"
"2014M05","Greece","Total","Total","Total","Asylum applicant","Person","845"
"2014M05","Greece","Total","Total","Total","First time applicant","Person","635"
"2014M05","Spain","Total","Total","Total","Asylum applicant","Person","350"
"2014M05","Spain","Total","Total","Total","First time applicant","Person","335"
"2014M05","France","Total","Total","Total","Asylum applicant","Person","4,760"
"2014M05","France","Total","Total","Total","First time applicant","Person","4,305"
"2014M05","Croatia","Total","Total","Total","Asylum applicant","Person","35"
"2014M05","Croatia","Total","Total","Total","First time applicant","Person","30"
"2014M05","Italy","Total","Total","Total","Asylum applicant","Person","5,465"
"2014M05","Italy","Total","Total","Total","First time applicant","Person","5,370"
"2014M05","Cyprus","Total","Total","Total","Asylum applicant","Person","130"
"2014M05","Cyprus","Total","Total","Total","First time applicant","Person","100"
"2014M05","Latvia","Total","Total","Total","Asylum applicant","Person","20"
"2014M05","Latvia","Total","Total","Total","First time applicant","Person","20"
"2014M05","Lithuania","Total","Total","Total","Asylum applicant","Person","20"
"2014M05","Lithuania","Total","Total","Total","First time applicant","Person","20"
"2014M05","Luxembourg","Total","Total","Total","Asylum applicant","Person","90"
"2014M05","Luxembourg","Total","Total","Total","First time applicant","Person","80"
"2014M05","Hungary","Total","Total","Total","Asylum applicant","Person","770"
"2014M05","Hungary","Total","Total","Total","First time applicant","Person","710"
"2014M05","Malta","Total","Total","Total","Asylum applicant","Person","65"
"2014M05","Malta","Total","Total","Total","First time applicant","Person","60"
"2014M05","Netherlands","Total","Total","Total","Asylum applicant","Person","3,445"
"2014M05","Netherlands","Total","Total","Total","First time applicant","Person","3,260"
"2014M05","Austria","Total","Total","Total","Asylum applicant","Person","1,780"
"2014M05","Austria","Total","Total","Total","First time applicant","Person","1,525"
"2014M05","Poland","Total","Total","Total","Asylum applicant","Person","635"
"2014M05","Poland","Total","Total","Total","First time applicant","Person","445"
"2014M05","Portugal","Total","Total","Total","Asylum applicant","Person","35"
"2014M05","Portugal","Total","Total","Total","First time applicant","Person","35"
"2014M05","Romania","Total","Total","Total","Asylum applicant","Person","120"
"2014M05","Romania","Total","Total","Total","First time applicant","Person","115"
"2014M05","Slovenia","Total","Total","Total","Asylum applicant","Person","35"
"2014M05","Slovenia","Total","Total","Total","First time applicant","Person","35"
"2014M05","Slovakia","Total","Total","Total","Asylum applicant","Person","20"
"2014M05","Slovakia","Total","Total","Total","First time applicant","Person","10"
"2014M05","Finland","Total","Total","Total","Asylum applicant","Person","235"
"2014M05","Finland","Total","Total","Total","First time applicant","Person","215"
"2014M05","Sweden","Total","Total","Total","Asylum applicant","Person","6,015"
"2014M05","Sweden","Total","Total","Total","First time applicant","Person","5,560"
"2014M05","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,275"
"2014M05","United Kingdom","Total","Total","Total","First time applicant","Person","2,220"
"2014M05","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2014M05","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M05","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2014M05","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M05","Norway","Total","Total","Total","Asylum applicant","Person","1,290"
"2014M05","Norway","Total","Total","Total","First time applicant","Person","1,235"
"2014M05","Switzerland","Total","Total","Total","Asylum applicant","Person","1,680"
"2014M05","Switzerland","Total","Total","Total","First time applicant","Person","1,570"
"2014M05","Total","Total","Total","Total","Asylum applicant","Person","45,930"
"2014M05","Total","Total","Total","Total","First time applicant","Person","41,720"
"2014M06","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","46,570"
"2014M06","European Union (28 countries)","Total","Total","Total","First time applicant","Person","41,495"
"2014M06","Belgium","Total","Total","Total","Asylum applicant","Person","1,820"
"2014M06","Belgium","Total","Total","Total","First time applicant","Person","1,095"
"2014M06","Bulgaria","Total","Total","Total","Asylum applicant","Person","645"
"2014M06","Bulgaria","Total","Total","Total","First time applicant","Person","610"
"2014M06","Czech Republic","Total","Total","Total","Asylum applicant","Person","70"
"2014M06","Czech Republic","Total","Total","Total","First time applicant","Person","55"
"2014M06","Denmark","Total","Total","Total","Asylum applicant","Person","1,010"
"2014M06","Denmark","Total","Total","Total","First time applicant","Person","1,000"
"2014M06","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","14,695"
"2014M06","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","12,510"
"2014M06","Estonia","Total","Total","Total","Asylum applicant","Person","15"
"2014M06","Estonia","Total","Total","Total","First time applicant","Person","15"
"2014M06","Ireland","Total","Total","Total","Asylum applicant","Person","105"
"2014M06","Ireland","Total","Total","Total","First time applicant","Person","105"
"2014M06","Greece","Total","Total","Total","Asylum applicant","Person","730"
"2014M06","Greece","Total","Total","Total","First time applicant","Person","535"
"2014M06","Spain","Total","Total","Total","Asylum applicant","Person","415"
"2014M06","Spain","Total","Total","Total","First time applicant","Person","405"
"2014M06","France","Total","Total","Total","Asylum applicant","Person","5,150"
"2014M06","France","Total","Total","Total","First time applicant","Person","4,710"
"2014M06","Croatia","Total","Total","Total","Asylum applicant","Person","35"
"2014M06","Croatia","Total","Total","Total","First time applicant","Person","30"
"2014M06","Italy","Total","Total","Total","Asylum applicant","Person","4,615"
"2014M06","Italy","Total","Total","Total","First time applicant","Person","4,555"
"2014M06","Cyprus","Total","Total","Total","Asylum applicant","Person","130"
"2014M06","Cyprus","Total","Total","Total","First time applicant","Person","115"
"2014M06","Latvia","Total","Total","Total","Asylum applicant","Person","45"
"2014M06","Latvia","Total","Total","Total","First time applicant","Person","45"
"2014M06","Lithuania","Total","Total","Total","Asylum applicant","Person","35"
"2014M06","Lithuania","Total","Total","Total","First time applicant","Person","35"
"2014M06","Luxembourg","Total","Total","Total","Asylum applicant","Person","70"
"2014M06","Luxembourg","Total","Total","Total","First time applicant","Person","65"
"2014M06","Hungary","Total","Total","Total","Asylum applicant","Person","1,205"
"2014M06","Hungary","Total","Total","Total","First time applicant","Person","1,105"
"2014M06","Malta","Total","Total","Total","Asylum applicant","Person","205"
"2014M06","Malta","Total","Total","Total","First time applicant","Person","195"
"2014M06","Netherlands","Total","Total","Total","Asylum applicant","Person","1,940"
"2014M06","Netherlands","Total","Total","Total","First time applicant","Person","1,700"
"2014M06","Austria","Total","Total","Total","Asylum applicant","Person","1,770"
"2014M06","Austria","Total","Total","Total","First time applicant","Person","1,590"
"2014M06","Poland","Total","Total","Total","Asylum applicant","Person","695"
"2014M06","Poland","Total","Total","Total","First time applicant","Person","505"
"2014M06","Portugal","Total","Total","Total","Asylum applicant","Person","35"
"2014M06","Portugal","Total","Total","Total","First time applicant","Person","35"
"2014M06","Romania","Total","Total","Total","Asylum applicant","Person","115"
"2014M06","Romania","Total","Total","Total","First time applicant","Person","115"
"2014M06","Slovenia","Total","Total","Total","Asylum applicant","Person","25"
"2014M06","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2014M06","Slovakia","Total","Total","Total","Asylum applicant","Person","30"
"2014M06","Slovakia","Total","Total","Total","First time applicant","Person","20"
"2014M06","Finland","Total","Total","Total","Asylum applicant","Person","255"
"2014M06","Finland","Total","Total","Total","First time applicant","Person","250"
"2014M06","Sweden","Total","Total","Total","Asylum applicant","Person","8,075"
"2014M06","Sweden","Total","Total","Total","First time applicant","Person","7,510"
"2014M06","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,635"
"2014M06","United Kingdom","Total","Total","Total","First time applicant","Person","2,570"
"2014M06","Iceland","Total","Total","Total","Asylum applicant","Person","15"
"2014M06","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M06","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2014M06","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M06","Norway","Total","Total","Total","Asylum applicant","Person","1,205"
"2014M06","Norway","Total","Total","Total","First time applicant","Person","1,155"
"2014M06","Switzerland","Total","Total","Total","Asylum applicant","Person","2,235"
"2014M06","Switzerland","Total","Total","Total","First time applicant","Person","2,100"
"2014M06","Total","Total","Total","Total","Asylum applicant","Person","50,035"
"2014M06","Total","Total","Total","Total","First time applicant","Person","44,750"
"2014M07","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","58,675"
"2014M07","European Union (28 countries)","Total","Total","Total","First time applicant","Person","51,535"
"2014M07","Belgium","Total","Total","Total","Asylum applicant","Person","2,015"
"2014M07","Belgium","Total","Total","Total","First time applicant","Person","1,275"
"2014M07","Bulgaria","Total","Total","Total","Asylum applicant","Person","910"
"2014M07","Bulgaria","Total","Total","Total","First time applicant","Person","890"
"2014M07","Czech Republic","Total","Total","Total","Asylum applicant","Person","105"
"2014M07","Czech Republic","Total","Total","Total","First time applicant","Person","75"
"2014M07","Denmark","Total","Total","Total","Asylum applicant","Person","1,710"
"2014M07","Denmark","Total","Total","Total","First time applicant","Person","1,700"
"2014M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","20,945"
"2014M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","16,810"
"2014M07","Estonia","Total","Total","Total","Asylum applicant","Person","15"
"2014M07","Estonia","Total","Total","Total","First time applicant","Person","15"
"2014M07","Ireland","Total","Total","Total","Asylum applicant","Person","130"
"2014M07","Ireland","Total","Total","Total","First time applicant","Person","130"
"2014M07","Greece","Total","Total","Total","Asylum applicant","Person","880"
"2014M07","Greece","Total","Total","Total","First time applicant","Person","660"
"2014M07","Spain","Total","Total","Total","Asylum applicant","Person","475"
"2014M07","Spain","Total","Total","Total","First time applicant","Person","450"
"2014M07","France","Total","Total","Total","Asylum applicant","Person","5,575"
"2014M07","France","Total","Total","Total","First time applicant","Person","5,045"
"2014M07","Croatia","Total","Total","Total","Asylum applicant","Person","45"
"2014M07","Croatia","Total","Total","Total","First time applicant","Person","40"
"2014M07","Italy","Total","Total","Total","Asylum applicant","Person","5,675"
"2014M07","Italy","Total","Total","Total","First time applicant","Person","5,605"
"2014M07","Cyprus","Total","Total","Total","Asylum applicant","Person","140"
"2014M07","Cyprus","Total","Total","Total","First time applicant","Person","125"
"2014M07","Latvia","Total","Total","Total","Asylum applicant","Person","65"
"2014M07","Latvia","Total","Total","Total","First time applicant","Person","65"
"2014M07","Lithuania","Total","Total","Total","Asylum applicant","Person","20"
"2014M07","Lithuania","Total","Total","Total","First time applicant","Person","20"
"2014M07","Luxembourg","Total","Total","Total","Asylum applicant","Person","90"
"2014M07","Luxembourg","Total","Total","Total","First time applicant","Person","75"
"2014M07","Hungary","Total","Total","Total","Asylum applicant","Person","1,615"
"2014M07","Hungary","Total","Total","Total","First time applicant","Person","1,510"
"2014M07","Malta","Total","Total","Total","Asylum applicant","Person","125"
"2014M07","Malta","Total","Total","Total","First time applicant","Person","125"
"2014M07","Netherlands","Total","Total","Total","Asylum applicant","Person","2,260"
"2014M07","Netherlands","Total","Total","Total","First time applicant","Person","2,000"
"2014M07","Austria","Total","Total","Total","Asylum applicant","Person","2,220"
"2014M07","Austria","Total","Total","Total","First time applicant","Person","2,010"
"2014M07","Poland","Total","Total","Total","Asylum applicant","Person","725"
"2014M07","Poland","Total","Total","Total","First time applicant","Person","530"
"2014M07","Portugal","Total","Total","Total","Asylum applicant","Person","45"
"2014M07","Portugal","Total","Total","Total","First time applicant","Person","45"
"2014M07","Romania","Total","Total","Total","Asylum applicant","Person","145"
"2014M07","Romania","Total","Total","Total","First time applicant","Person","145"
"2014M07","Slovenia","Total","Total","Total","Asylum applicant","Person","30"
"2014M07","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2014M07","Slovakia","Total","Total","Total","Asylum applicant","Person","15"
"2014M07","Slovakia","Total","Total","Total","First time applicant","Person","10"
"2014M07","Finland","Total","Total","Total","Asylum applicant","Person","270"
"2014M07","Finland","Total","Total","Total","First time applicant","Person","265"
"2014M07","Sweden","Total","Total","Total","Asylum applicant","Person","9,395"
"2014M07","Sweden","Total","Total","Total","First time applicant","Person","8,900"
"2014M07","United Kingdom","Total","Total","Total","Asylum applicant","Person","3,035"
"2014M07","United Kingdom","Total","Total","Total","First time applicant","Person","2,990"
"2014M07","Iceland","Total","Total","Total","Asylum applicant","Person","5"
"2014M07","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M07","Liechtenstein","Total","Total","Total","Asylum applicant","Person","0"
"2014M07","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M07","Norway","Total","Total","Total","Asylum applicant","Person","1,010"
"2014M07","Norway","Total","Total","Total","First time applicant","Person","970"
"2014M07","Switzerland","Total","Total","Total","Asylum applicant","Person","2,910"
"2014M07","Switzerland","Total","Total","Total","First time applicant","Person","2,750"
"2014M07","Total","Total","Total","Total","Asylum applicant","Person","62,605"
"2014M07","Total","Total","Total","Total","First time applicant","Person","55,255"
"2014M08","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","55,285"
